,brand,processor,screen_size,ROM,RAM,display_size,num_rear_camera,num_front_camera,battery_capacity,ratings,sales_price
44,0,6,1,0.5555555555555556,3,6.1,1,1,0.11050000000000004,4.550000000000001,47999
45,0,6,1,0.5555555555555556,3,6.1,1,1,0.11050000000000004,4.550000000000001,47999
46,0,6,1,0.5555555555555556,3,6.1,1,1,0.11050000000000004,4.550000000000001,47999
47,0,6,1,0.25925925925925924,3,6.1,1,1,0.11050000000000004,4.550000000000001,42999
48,0,5,1,0.25925925925925924,3,6.1,1,1,0.11050000000000004,4.550000000000001,42999
49,0,5,1,0.25925925925925924,3,6.1,1,1,0.11050000000000004,4.550000000000001,42999
50,0,6,1,0.25925925925925924,3,6.1,1,1,0.11050000000000004,4.550000000000001,42999
51,0,6,1,0.5555555555555556,3,6.1,1,1,0.11050000000000004,4.550000000000001,47999
52,0,0,1,0.5555555555555556,4,6.1,2,1,0.07874999999999999,4.550000000000001,54499
53,0,5,1,0.25925925925925924,3,6.1,1,1,0.11050000000000004,4.550000000000001,42999
54,0,6,1,0.25925925925925924,3,6.1,1,1,0.11050000000000004,4.550000000000001,42999
55,0,0,1,1.0,4,6.1,2,1,0.07874999999999999,4.550000000000001,54499
56,1,2,0,0.25925925925925924,4,6.5,3,1,0.625,4.3,8999
57,1,4,0,0.25925925925925924,4,6.5,3,1,0.875,4.3,10999
58,1,2,0,0.25925925925925924,4,6.5,4,1,0.625,4.3,9999
59,1,2,0,0.1111111111111111,3,6.5,3,1,0.625,4.3,7999
60,1,4,0,0.25925925925925924,6,6.5,3,1,0.875,4.3,11999
61,1,2,0,0.1111111111111111,3,6.5,3,1,0.625,4.3,7999
62,1,4,0,0.25925925925925924,6,6.5,3,1,0.875,4.3,11999
63,1,2,0,0.25925925925925924,4,6.5,4,1,0.625,4.3,9999
64,1,4,0,0.25925925925925924,6,6.5,3,1,0.875,4.3,11999
65,1,4,0,0.25925925925925924,4,6.5,3,1,0.875,4.3,10999
66,1,4,0,0.25925925925925924,4,6.5,3,1,0.875,4.3,10999
67,1,4,0,0.5555555555555556,6,6.5,3,1,0.875,4.3,12999
68,1,2,0,0.25925925925925924,4,6.5,3,1,0.625,4.3,8999
69,1,2,0,0.1111111111111111,3,6.5,3,1,0.625,4.3,7999
70,1,2,0,0.25925925925925924,4,6.5,3,1,0.625,4.3,8999
71,1,4,0,0.5555555555555556,6,6.7,4,1,0.665,4.4,18999
72,1,2,0,0.5555555555555556,6,6.5,3,1,0.625,4.2,16499
73,1,4,0,0.5555555555555556,6,6.7,4,1,0.665,4.4,18999
74,1,4,0,0.5555555555555556,8,6.7,4,1,0.665,4.4,20999
75,1,4,0,0.5555555555555556,8,6.7,4,1,0.665,4.4,20999
76,1,2,0,0.25925925925925924,4,6.5,3,1,0.625,4.2,14499
77,1,2,0,0.5555555555555556,6,6.5,3,1,0.625,4.2,16499
78,1,4,0,0.5555555555555556,6,6.7,4,1,0.625,4.4,15999
79,1,4,0,0.5555555555555556,6,6.7,4,1,0.665,4.4,18999
80,1,2,0,0.5555555555555556,6,6.5,3,1,0.625,4.2,16499
81,1,4,0,0.5555555555555556,6,6.7,4,1,0.625,4.4,15999
82,1,4,0,0.5555555555555556,6,6.7,4,1,0.625,4.4,15999
83,1,4,0,0.5555555555555556,8,6.7,4,1,0.665,4.4,20999
84,1,4,0,0.5555555555555556,6,6.5,3,1,0.875,4.3,12999
85,1,2,0,0.25925925925925924,4,6.5,3,1,0.625,4.2,14499
86,1,2,0,0.5555555555555556,8,6.7,3,1,0.6412500000000001,4.3,28999
87,1,4,0,0.25925925925925924,6,6.7,4,1,0.625,4.4,14999
88,1,4,0,0.25925925925925924,4,6.7,4,1,0.625,4.3,13999
89,1,4,0,0.25925925925925924,4,6.7,4,1,0.625,4.3,13999
90,1,4,0,0.25925925925925924,4,6.7,4,1,0.625,4.3,13999
91,1,4,0,0.5555555555555556,8,6.7,4,1,0.875,4.3,18999
92,1,2,0,1.0,8,6.7,3,1,0.6412500000000001,4.3,30999
93,1,2,0,1.0,8,6.7,3,1,0.6412500000000001,4.3,30999
94,1,2,0,0.5555555555555556,8,6.7,3,1,0.6412500000000001,4.3,28999
95,1,2,0,0.5555555555555556,6,6.7,3,1,0.6412500000000001,4.3,26999
96,1,2,0,0.5555555555555556,6,6.7,3,1,0.6412500000000001,4.3,26999
97,1,4,1,1.0,8,6.2,2,1,0.375,4.5,21999
98,1,4,1,0.5555555555555556,6,6.2,2,1,0.375,4.550000000000001,18999
99,1,4,0,0.5555555555555556,6,6.5,3,1,0.875,4.3,12999
100,1,4,0,0.25925925925925924,6,6.7,4,1,0.625,4.4,14999
101,1,4,0,0.25925925925925924,6,6.7,4,1,0.625,4.4,14999
102,1,2,0,0.5555555555555556,6,6.5,4,1,0.625,4.3,11499
103,1,4,0,0.5555555555555556,6,6.7,4,1,0.875,4.3,16999
104,1,4,0,0.25925925925925924,6,6.7,4,1,0.875,4.3,15999
105,1,4,0,0.25925925925925924,6,6.7,4,1,0.875,4.3,15999
106,1,4,0,0.5555555555555556,6,6.7,4,1,0.875,4.3,16999
107,1,2,0,0.5555555555555556,6,6.5,4,1,0.625,4.3,11499
108,1,2,0,0.5555555555555556,6,6.5,4,1,0.625,4.3,11499
109,1,4,0,0.5555555555555556,8,6.7,4,1,0.875,4.3,18999
110,1,4,0,0.5555555555555556,6,6.7,4,1,0.5,4.5,15999
111,1,2,0,0.25925925925925924,6,6.5,4,1,0.625,4.3,10499
112,2,2,0,0.1111111111111111,2,6.5,1,1,0.625,4.4,7499
113,2,2,0,0.1111111111111111,2,6.5,1,1,0.625,4.4,7499
114,2,3,0,0.1111111111111111,2,6.5,1,1,0.625,4.3,7299
115,2,3,0,0.1111111111111111,2,6.5,1,1,0.625,4.3,7299
116,2,3,0,0.25925925925925924,4,6.5,3,1,0.625,4.4,9999
117,2,3,0,0.25925925925925924,4,6.5,3,1,0.625,4.4,9999
118,2,2,0,0.25925925925925924,4,6.5,3,1,0.625,4.4,14999
119,2,2,0,0.25925925925925924,4,6.5,3,1,0.625,4.4,14999
120,2,2,0,0.5555555555555556,6,6.5,3,1,0.625,4.3,16999
121,2,2,0,0.5555555555555556,6,6.5,3,1,0.625,4.3,16999
122,2,2,0,0.25925925925925924,4,6.5,3,1,0.625,4.4,9999
123,2,2,0,0.1111111111111111,3,6.5,3,1,0.625,4.4,8999
124,2,2,0,0.25925925925925924,4,6.5,3,1,0.625,4.4,9999
125,2,2,0,0.1111111111111111,3,6.5,3,1,0.625,4.4,8999
126,2,2,0,0.25925925925925924,6,6.5,3,1,0.625,4.3,14499
127,2,3,0,0.25925925925925924,4,6.5,1,1,0.625,4.2,8799
128,2,2,0,0.25925925925925924,4,6.5,3,1,0.625,4.3,13499
129,2,2,0,0.25925925925925924,4,6.5,3,1,0.625,4.3,13499
130,2,2,0,0.25925925925925924,6,6.5,3,1,0.625,4.3,14499
131,2,3,0,0.25925925925925924,4,6.5,1,1,0.625,4.2,8799
132,2,2,0,0.5555555555555556,6,6.5,3,1,0.625,4.5,17999
133,2,2,0,0.5555555555555556,6,6.5,3,1,0.625,4.5,17999
134,2,2,0,0.1111111111111111,3,6.5,2,1,0.875,4.3,8999
135,2,2,0,0.5555555555555556,6,6.5,3,1,0.625,4.3,15499
